label,arp_opcode,arp_src_hw_mac,arp_src_proto_ipv4,arp_dst_hw_mac,arp_dst_proto_ipv4,frame_len
0,2,02:00:00:8f:ee:25,192.168.1.160,02:00:00:09:eb:bd,192.168.1.67,58
0,2,02:00:00:e0:c7:c3,192.168.1.181,02:00:00:16:97:af,192.168.1.18,52
1,2,DE:AD:BE:EF:00:01,192.168.1.51,00:00:0A:BB:CC:01,192.168.1.1,50
1,2,DE:AD:BE:EF:00:01,192.168.1.116,00:00:0A:BB:CC:01,192.168.1.1,62
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:8b:dd:ba,192.168.1.51,42
0,1,02:00:00:99:99:03,192.168.1.194,ff:ff:ff:ff:ff:ff,192.168.1.60,62
0,2,02:00:00:b0:88:a8,192.168.1.59,02:00:00:1c:fb:87,192.168.1.6,61
0,1,02:00:00:a9:f6:76,192.168.1.21,ff:ff:ff:ff:ff:ff,192.168.1.58,56
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:d0:27:cc,192.168.1.230,57
1,2,DE:AD:BE:EF:00:01,192.168.1.118,00:00:0A:BB:CC:01,192.168.1.1,46
0,2,02:00:00:1b:84:fd,192.168.1.220,02:00:00:30:71:01,192.168.1.127,57
0,1,02:00:00:01:f8:99,192.168.1.167,ff:ff:ff:ff:ff:ff,192.168.1.116,52
0,2,02:00:00:9d:a3:be,192.168.1.33,02:00:00:b0:88:a8,192.168.1.59,61
0,1,02:00:00:e4:3e:86,192.168.1.144,ff:ff:ff:ff:ff:ff,192.168.1.219,57
0,1,02:00:00:c1:cf:06,192.168.1.137,ff:ff:ff:ff:ff:ff,192.168.1.251,59
0,2,02:00:00:07:3b:79,192.168.1.229,02:00:00:7e:4e:a4,192.168.1.184,55
0,2,02:00:00:f5:cc:5c,192.168.1.145,02:00:00:58:04:51,192.168.1.72,42
0,1,02:00:00:c9:2d:60,192.168.1.118,ff:ff:ff:ff:ff:ff,192.168.1.115,43
0,1,02:00:00:19:21:17,192.168.1.116,ff:ff:ff:ff:ff:ff,192.168.1.67,52
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:c9:2d:60,192.168.1.118,63
0,1,02:00:00:3c:0d:6b,192.168.1.214,ff:ff:ff:ff:ff:ff,192.168.1.250,57
0,1,02:00:00:8b:dd:ba,192.168.1.51,ff:ff:ff:ff:ff:ff,192.168.1.167,62
0,2,02:00:00:99:99:03,192.168.1.194,02:00:00:94:8b:28,192.168.1.60,49
0,2,02:00:00:ce:7e:50,192.168.1.46,02:00:00:1c:fb:87,192.168.1.6,42
0,2,02:00:00:00:3d:33,192.168.1.69,02:00:00:e4:97:80,192.168.1.66,47
0,1,02:00:00:e4:3e:86,192.168.1.144,ff:ff:ff:ff:ff:ff,192.168.1.167,53
0,1,02:00:00:86:2d:a5,192.168.1.106,ff:ff:ff:ff:ff:ff,192.168.1.127,52
0,2,02:00:00:72:2a:61,192.168.1.98,02:00:00:c9:2d:60,192.168.1.118,60
0,1,02:00:00:6c:9e:f6,192.168.1.251,ff:ff:ff:ff:ff:ff,192.168.1.221,51
0,2,02:00:00:1b:84:fd,192.168.1.220,02:00:00:1c:fb:87,192.168.1.6,60
0,1,02:00:00:f5:cc:5c,192.168.1.145,ff:ff:ff:ff:ff:ff,192.168.1.116,45
0,1,00:00:0A:BB:CC:01,192.168.1.1,ff:ff:ff:ff:ff:ff,192.168.1.230,49
0,1,02:00:00:e0:c7:c3,192.168.1.181,ff:ff:ff:ff:ff:ff,192.168.1.69,55
0,2,02:00:00:c1:cc:0f,192.168.1.254,02:00:00:f5:cc:5c,192.168.1.145,54
1,2,DE:AD:BE:EF:00:01,192.168.1.53,00:00:0A:BB:CC:01,192.168.1.1,58
0,1,02:00:00:19:7c:6b,192.168.1.25,ff:ff:ff:ff:ff:ff,192.168.1.200,43
0,2,02:00:00:c9:2d:60,192.168.1.118,02:00:00:42:98:7d,192.168.1.200,61
0,1,02:00:00:01:f8:99,192.168.1.167,ff:ff:ff:ff:ff:ff,192.168.1.69,52
0,2,02:00:00:17:a5:d7,192.168.1.88,02:00:00:19:21:17,192.168.1.116,56
0,1,02:00:00:b2:e9:41,192.168.1.104,ff:ff:ff:ff:ff:ff,192.168.1.229,45
0,1,02:00:00:bd:da:2a,192.168.1.7,ff:ff:ff:ff:ff:ff,192.168.1.135,52
0,2,02:00:00:3c:0d:6b,192.168.1.214,02:00:00:57:01:f9,192.168.1.237,58
0,1,02:00:00:17:a5:d7,192.168.1.88,ff:ff:ff:ff:ff:ff,192.168.1.219,64
0,2,02:00:00:c9:2d:60,192.168.1.118,02:00:00:1b:84:fd,192.168.1.220,46
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:57:c6:40,192.168.1.11,42
0,1,02:00:00:86:2d:a5,192.168.1.106,ff:ff:ff:ff:ff:ff,192.168.1.181,62
0,1,02:00:00:42:98:7d,192.168.1.200,ff:ff:ff:ff:ff:ff,192.168.1.69,53
0,2,02:00:00:00:3d:33,192.168.1.69,02:00:00:57:c6:40,192.168.1.11,49
0,1,02:00:00:8b:dd:ba,192.168.1.51,ff:ff:ff:ff:ff:ff,192.168.1.67,49
0,1,02:00:00:e4:97:80,192.168.1.66,ff:ff:ff:ff:ff:ff,192.168.1.230,54
0,1,02:00:00:8b:dd:ba,192.168.1.51,ff:ff:ff:ff:ff:ff,192.168.1.25,42
0,1,02:00:00:1c:fb:87,192.168.1.6,ff:ff:ff:ff:ff:ff,192.168.1.57,49
0,1,02:00:00:1c:fb:87,192.168.1.6,ff:ff:ff:ff:ff:ff,192.168.1.219,42
0,1,02:00:00:50:fd:f3,192.168.1.123,ff:ff:ff:ff:ff:ff,192.168.1.251,47
0,2,02:00:00:e0:c7:c3,192.168.1.181,02:00:00:01:f8:99,192.168.1.167,57
0,1,02:00:00:8f:60:ba,192.168.1.58,ff:ff:ff:ff:ff:ff,192.168.1.104,49
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:f9:f7:4e,192.168.1.57,54
1,2,DE:AD:BE:EF:00:01,192.168.1.46,00:00:0A:BB:CC:01,192.168.1.1,54
0,2,02:00:00:3c:0d:6b,192.168.1.214,02:00:00:8f:ee:25,192.168.1.160,61
0,2,02:00:00:5e:27:82,192.168.1.89,02:00:00:07:3b:79,192.168.1.229,62
0,2,02:00:00:7e:4e:a4,192.168.1.184,02:00:00:c0:4f:68,192.168.1.135,60
0,2,02:00:00:c9:2d:60,192.168.1.118,02:00:00:16:97:af,192.168.1.18,61
0,1,02:00:00:8f:ee:25,192.168.1.160,ff:ff:ff:ff:ff:ff,192.168.1.251,60
0,2,02:00:00:99:99:03,192.168.1.194,02:00:00:b0:88:a8,192.168.1.59,50
0,2,02:00:00:7e:4e:a4,192.168.1.184,02:00:00:ce:7e:50,192.168.1.46,49
0,1,02:00:00:8b:dd:ba,192.168.1.51,ff:ff:ff:ff:ff:ff,192.168.1.98,49
0,2,02:00:00:07:3b:79,192.168.1.229,02:00:00:57:c6:40,192.168.1.11,57
0,2,02:00:00:a7:af:d3,192.168.1.179,02:00:00:9d:a3:be,192.168.1.33,56
0,1,02:00:00:e4:97:80,192.168.1.66,ff:ff:ff:ff:ff:ff,192.168.1.57,55
0,2,02:00:00:16:97:af,192.168.1.18,02:00:00:7e:4e:a4,192.168.1.184,51
0,1,02:00:00:d0:27:cc,192.168.1.230,ff:ff:ff:ff:ff:ff,192.168.1.250,50
0,1,02:00:00:1f:85:43,192.168.1.221,ff:ff:ff:ff:ff:ff,192.168.1.135,57
0,1,02:00:00:50:fd:f3,192.168.1.123,ff:ff:ff:ff:ff:ff,192.168.1.254,54
0,1,02:00:00:8f:ee:25,192.168.1.160,ff:ff:ff:ff:ff:ff,192.168.1.28,47
0,1,02:00:00:d0:27:cc,192.168.1.230,ff:ff:ff:ff:ff:ff,192.168.1.184,50
0,1,00:00:0A:BB:CC:01,192.168.1.1,ff:ff:ff:ff:ff:ff,192.168.1.67,46
0,2,02:00:00:e0:c7:c3,192.168.1.181,02:00:00:b2:e9:41,192.168.1.104,60
0,2,02:00:00:9d:24:70,192.168.1.219,02:00:00:ce:7e:50,192.168.1.46,51
0,2,02:00:00:b2:e9:41,192.168.1.104,02:00:00:6c:9e:f6,192.168.1.251,51
1,2,DE:AD:BE:EF:00:01,192.168.1.88,00:00:0A:BB:CC:01,192.168.1.1,55
0,2,02:00:00:c9:2d:60,192.168.1.118,02:00:00:06:d1:36,192.168.1.53,44
0,2,02:00:00:3c:0d:6b,192.168.1.214,02:00:00:19:7c:6b,192.168.1.25,59
0,2,02:00:00:1b:84:fd,192.168.1.220,02:00:00:ce:7e:50,192.168.1.46,52
0,2,02:00:00:72:2a:61,192.168.1.98,02:00:00:16:97:af,192.168.1.18,45
0,1,02:00:00:99:99:03,192.168.1.194,ff:ff:ff:ff:ff:ff,192.168.1.1,62
0,1,02:00:00:57:01:f9,192.168.1.237,ff:ff:ff:ff:ff:ff,192.168.1.18,49
0,1,02:00:00:09:eb:bd,192.168.1.67,ff:ff:ff:ff:ff:ff,192.168.1.221,42
0,2,02:00:00:3c:0d:6b,192.168.1.214,02:00:00:a7:af:d3,192.168.1.179,43
0,2,02:00:00:8b:dd:ba,192.168.1.51,02:00:00:f9:f7:4e,192.168.1.57,56
0,1,02:00:00:3c:0d:6b,192.168.1.214,ff:ff:ff:ff:ff:ff,192.168.1.25,63
0,2,02:00:00:17:a5:d7,192.168.1.88,02:00:00:50:fd:f3,192.168.1.123,42
0,2,02:00:00:00:3d:33,192.168.1.69,02:00:00:57:01:f9,192.168.1.237,51
0,1,02:00:00:c0:4f:68,192.168.1.135,ff:ff:ff:ff:ff:ff,192.168.1.67,54
0,1,02:00:00:1f:85:43,192.168.1.221,ff:ff:ff:ff:ff:ff,192.168.1.57,45
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:b0:88:a8,192.168.1.59,49
0,1,02:00:00:01:f8:99,192.168.1.167,ff:ff:ff:ff:ff:ff,192.168.1.220,44
0,1,00:00:0A:BB:CC:01,192.168.1.1,ff:ff:ff:ff:ff:ff,192.168.1.137,48
0,1,02:00:00:30:71:01,192.168.1.127,ff:ff:ff:ff:ff:ff,192.168.1.89,59
0,1,02:00:00:1b:84:fd,192.168.1.220,ff:ff:ff:ff:ff:ff,192.168.1.135,61
0,1,00:00:0A:BB:CC:01,192.168.1.1,ff:ff:ff:ff:ff:ff,192.168.1.21,49
0,2,02:00:00:c1:cc:0f,192.168.1.254,02:00:00:b0:88:a8,192.168.1.59,42
0,2,02:00:00:8f:60:ba,192.168.1.58,02:00:00:99:99:03,192.168.1.194,52
0,1,02:00:00:6c:9e:f6,192.168.1.251,ff:ff:ff:ff:ff:ff,192.168.1.137,57
0,1,02:00:00:1c:fb:87,192.168.1.6,ff:ff:ff:ff:ff:ff,192.168.1.229,43
0,1,02:00:00:9d:24:70,192.168.1.219,ff:ff:ff:ff:ff:ff,192.168.1.25,60
0,2,02:00:00:09:eb:bd,192.168.1.67,02:00:00:99:99:03,192.168.1.194,55
0,2,02:00:00:f5:cc:5c,192.168.1.145,02:00:00:01:f8:99,192.168.1.167,48
0,1,02:00:00:7e:4e:a4,192.168.1.184,ff:ff:ff:ff:ff:ff,192.168.1.58,42
1,2,DE:AD:BE:EF:00:01,192.168.1.25,00:00:0A:BB:CC:01,192.168.1.1,50
0,1,02:00:00:99:99:03,192.168.1.194,ff:ff:ff:ff:ff:ff,192.168.1.60,51
0,2,02:00:00:a9:f6:76,192.168.1.21,02:00:00:6c:9e:f6,192.168.1.251,61
0,2,02:00:00:19:21:17,192.168.1.116,02:00:00:50:fd:f3,192.168.1.123,54
0,1,02:00:00:f9:f7:4e,192.168.1.57,ff:ff:ff:ff:ff:ff,192.168.1.145,45
0,1,02:00:00:19:7c:6b,192.168.1.25,ff:ff:ff:ff:ff:ff,192.168.1.72,64
0,1,02:00:00:17:a5:d7,192.168.1.88,ff:ff:ff:ff:ff:ff,192.168.1.194,53
0,1,02:00:00:8b:dd:ba,192.168.1.51,ff:ff:ff:ff:ff:ff,192.168.1.251,51
0,2,02:00:00:72:2a:61,192.168.1.98,02:00:00:f5:cc:5c,192.168.1.145,57
0,1,02:00:00:f9:f7:4e,192.168.1.57,ff:ff:ff:ff:ff:ff,192.168.1.106,47
0,2,02:00:00:a7:af:d3,192.168.1.179,02:00:00:c1:cc:0f,192.168.1.254,52
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:07:3b:79,192.168.1.229,44
0,2,02:00:00:57:c6:40,192.168.1.11,02:00:00:7e:4e:a4,192.168.1.184,59
0,2,02:00:00:5e:27:82,192.168.1.89,02:00:00:94:8b:28,192.168.1.60,46
0,2,02:00:00:e4:97:80,192.168.1.66,02:00:00:b0:88:a8,192.168.1.59,60
0,2,02:00:00:16:97:af,192.168.1.18,02:00:00:f5:cc:5c,192.168.1.145,43
0,1,02:00:00:c9:2d:60,192.168.1.118,ff:ff:ff:ff:ff:ff,192.168.1.57,61
0,2,02:00:00:e4:97:80,192.168.1.66,02:00:00:1f:85:43,192.168.1.221,60
0,1,02:00:00:17:a5:d7,192.168.1.88,ff:ff:ff:ff:ff:ff,192.168.1.25,55
0,2,02:00:00:7e:4e:a4,192.168.1.184,02:00:00:94:8b:28,192.168.1.60,47
0,2,02:00:00:c0:4f:68,192.168.1.135,02:00:00:e4:3e:86,192.168.1.144,51
0,2,02:00:00:00:3d:33,192.168.1.69,02:00:00:e0:c7:c3,192.168.1.181,46
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:99:99:03,192.168.1.194,46
0,1,02:00:00:5e:27:82,192.168.1.89,ff:ff:ff:ff:ff:ff,192.168.1.66,64
0,2,02:00:00:a9:f6:76,192.168.1.21,02:00:00:94:8b:28,192.168.1.60,54
1,2,DE:AD:BE:EF:00:01,192.168.1.59,00:00:0A:BB:CC:01,192.168.1.1,47
0,2,02:00:00:f5:cc:5c,192.168.1.145,02:00:00:94:8b:28,192.168.1.60,64
0,2,02:00:00:a1:8b:70,192.168.1.115,02:00:00:a9:f6:76,192.168.1.21,51
0,1,02:00:00:57:c6:40,192.168.1.11,ff:ff:ff:ff:ff:ff,192.168.1.106,60
0,1,02:00:00:86:2d:a5,192.168.1.106,ff:ff:ff:ff:ff:ff,192.168.1.219,62
1,2,DE:AD:BE:EF:00:01,192.168.1.59,00:00:0A:BB:CC:01,192.168.1.1,51
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:50:fd:f3,192.168.1.123,61
0,2,02:00:00:ce:7e:50,192.168.1.46,02:00:00:1f:85:43,192.168.1.221,47
0,1,02:00:00:42:98:7d,192.168.1.200,ff:ff:ff:ff:ff:ff,192.168.1.181,45
0,2,02:00:00:a7:af:d3,192.168.1.179,02:00:00:99:99:03,192.168.1.194,57
0,2,02:00:00:f9:f7:4e,192.168.1.57,02:00:00:58:04:51,192.168.1.72,49
0,2,02:00:00:ce:7e:50,192.168.1.46,02:00:00:c0:4f:68,192.168.1.135,47
0,2,02:00:00:06:d1:36,192.168.1.53,02:00:00:42:98:7d,192.168.1.200,62
0,2,02:00:00:e0:c7:c3,192.168.1.181,02:00:00:94:8b:28,192.168.1.60,59
0,2,02:00:00:72:2a:61,192.168.1.98,02:00:00:e4:97:80,192.168.1.66,59
0,1,02:00:00:e4:97:80,192.168.1.66,ff:ff:ff:ff:ff:ff,192.168.1.230,52
0,1,02:00:00:c9:2d:60,192.168.1.118,ff:ff:ff:ff:ff:ff,192.168.1.145,54
0,1,02:00:00:c0:4f:68,192.168.1.135,ff:ff:ff:ff:ff:ff,192.168.1.11,60
0,2,02:00:00:8f:60:ba,192.168.1.58,02:00:00:e4:97:80,192.168.1.66,46
1,2,DE:AD:BE:EF:00:01,192.168.1.98,00:00:0A:BB:CC:01,192.168.1.1,60
0,1,02:00:00:a7:af:d3,192.168.1.179,ff:ff:ff:ff:ff:ff,192.168.1.33,62
0,1,02:00:00:b2:e9:41,192.168.1.104,ff:ff:ff:ff:ff:ff,192.168.1.137,45
0,2,02:00:00:e4:3e:86,192.168.1.144,02:00:00:a7:af:d3,192.168.1.179,43
0,2,02:00:00:a7:af:d3,192.168.1.179,02:00:00:42:98:7d,192.168.1.200,50
0,1,02:00:00:57:01:f9,192.168.1.237,ff:ff:ff:ff:ff:ff,192.168.1.214,51
0,1,02:00:00:c0:4f:68,192.168.1.135,ff:ff:ff:ff:ff:ff,192.168.1.230,54
0,2,02:00:00:01:f8:99,192.168.1.167,02:00:00:9d:a3:be,192.168.1.33,63
0,1,02:00:00:6c:9e:f6,192.168.1.251,ff:ff:ff:ff:ff:ff,192.168.1.25,44
0,1,02:00:00:19:21:17,192.168.1.116,ff:ff:ff:ff:ff:ff,192.168.1.21,63
0,2,02:00:00:57:c6:40,192.168.1.11,02:00:00:17:a5:d7,192.168.1.88,57
0,1,02:00:00:8f:60:ba,192.168.1.58,ff:ff:ff:ff:ff:ff,192.168.1.21,51
0,1,02:00:00:c1:cc:0f,192.168.1.254,ff:ff:ff:ff:ff:ff,192.168.1.6,62
0,1,02:00:00:1b:84:fd,192.168.1.220,ff:ff:ff:ff:ff:ff,192.168.1.229,58
1,2,DE:AD:BE:EF:00:01,192.168.1.251,00:00:0A:BB:CC:01,192.168.1.1,57
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:00:3d:33,192.168.1.69,45
0,2,02:00:00:94:8b:28,192.168.1.60,02:00:00:1c:fb:87,192.168.1.6,61
0,1,02:00:00:17:a5:d7,192.168.1.88,ff:ff:ff:ff:ff:ff,192.168.1.7,54
0,2,02:00:00:5e:27:82,192.168.1.89,02:00:00:e4:97:80,192.168.1.66,46
0,1,02:00:00:c9:2d:60,192.168.1.118,ff:ff:ff:ff:ff:ff,192.168.1.1,50
0,1,02:00:00:5e:27:82,192.168.1.89,ff:ff:ff:ff:ff:ff,192.168.1.250,54
0,1,02:00:00:50:fd:f3,192.168.1.123,ff:ff:ff:ff:ff:ff,192.168.1.21,56
0,2,02:00:00:3c:0d:6b,192.168.1.214,02:00:00:1b:84:fd,192.168.1.220,58
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:7e:4e:a4,192.168.1.184,57
0,2,02:00:00:57:c6:40,192.168.1.11,02:00:00:19:21:17,192.168.1.116,45
0,2,02:00:00:d0:27:cc,192.168.1.230,02:00:00:ce:7e:50,192.168.1.46,64
0,2,02:00:00:1f:85:43,192.168.1.221,02:00:00:7d:c8:14,192.168.1.28,44
0,2,02:00:00:1f:85:43,192.168.1.221,02:00:00:00:3d:33,192.168.1.69,62
0,1,02:00:00:f5:cc:5c,192.168.1.145,ff:ff:ff:ff:ff:ff,192.168.1.118,48
0,2,02:00:00:94:8b:28,192.168.1.60,02:00:00:ce:7e:50,192.168.1.46,44
0,2,02:00:00:1f:85:43,192.168.1.221,02:00:00:19:21:17,192.168.1.116,48
0,1,02:00:00:e4:97:80,192.168.1.66,ff:ff:ff:ff:ff:ff,192.168.1.219,51
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:19:7c:6b,192.168.1.25,47
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:09:eb:bd,192.168.1.67,59
0,1,02:00:00:58:04:51,192.168.1.72,ff:ff:ff:ff:ff:ff,192.168.1.127,59
0,2,02:00:00:a1:8b:70,192.168.1.115,02:00:00:94:8b:28,192.168.1.60,58
0,2,02:00:00:b2:e9:41,192.168.1.104,02:00:00:d0:27:cc,192.168.1.230,47
0,2,02:00:00:c9:2d:60,192.168.1.118,02:00:00:8b:dd:ba,192.168.1.51,54
0,1,02:00:00:b0:88:a8,192.168.1.59,ff:ff:ff:ff:ff:ff,192.168.1.88,61
0,1,02:00:00:8f:ee:25,192.168.1.160,ff:ff:ff:ff:ff:ff,192.168.1.11,52
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:a7:af:d3,192.168.1.179,63
0,1,02:00:00:72:2a:61,192.168.1.98,ff:ff:ff:ff:ff:ff,192.168.1.58,45
0,1,02:00:00:5e:27:82,192.168.1.89,ff:ff:ff:ff:ff:ff,192.168.1.123,50
0,1,02:00:00:7e:4e:a4,192.168.1.184,ff:ff:ff:ff:ff:ff,192.168.1.167,46
0,2,02:00:00:a1:8b:70,192.168.1.115,02:00:00:17:a5:d7,192.168.1.88,61
0,1,02:00:00:f9:f7:4e,192.168.1.57,ff:ff:ff:ff:ff:ff,192.168.1.53,63
0,1,02:00:00:7d:c8:14,192.168.1.28,ff:ff:ff:ff:ff:ff,192.168.1.104,46
0,2,02:00:00:06:d1:36,192.168.1.53,02:00:00:5e:27:82,192.168.1.89,46
0,1,02:00:00:b0:88:a8,192.168.1.59,ff:ff:ff:ff:ff:ff,192.168.1.25,44
0,2,02:00:00:30:71:01,192.168.1.127,02:00:00:a9:f6:76,192.168.1.21,54
0,2,02:00:00:bd:da:2a,192.168.1.7,02:00:00:c0:4f:68,192.168.1.135,58
0,2,02:00:00:58:04:51,192.168.1.72,02:00:00:1c:fb:87,192.168.1.6,48
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:50:fd:f3,192.168.1.123,47
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:00:3d:33,192.168.1.69,46
0,1,02:00:00:8f:ee:25,192.168.1.160,ff:ff:ff:ff:ff:ff,192.168.1.127,60
0,2,02:00:00:1f:85:43,192.168.1.221,02:00:00:19:21:17,192.168.1.116,56
0,2,02:00:00:e0:c7:c3,192.168.1.181,02:00:00:bd:da:2a,192.168.1.7,44
0,1,02:00:00:c9:2d:60,192.168.1.118,ff:ff:ff:ff:ff:ff,192.168.1.7,62
0,1,02:00:00:60:d1:b2,192.168.1.250,ff:ff:ff:ff:ff:ff,192.168.1.51,55
0,1,02:00:00:9d:24:70,192.168.1.219,ff:ff:ff:ff:ff:ff,192.168.1.60,50
0,1,02:00:00:c9:2d:60,192.168.1.118,ff:ff:ff:ff:ff:ff,192.168.1.137,46
0,2,02:00:00:3c:0d:6b,192.168.1.214,02:00:00:17:a5:d7,192.168.1.88,60
0,1,02:00:00:d0:27:cc,192.168.1.230,ff:ff:ff:ff:ff:ff,192.168.1.135,51
0,1,02:00:00:09:eb:bd,192.168.1.67,ff:ff:ff:ff:ff:ff,192.168.1.57,60
0,2,02:00:00:bd:da:2a,192.168.1.7,02:00:00:09:eb:bd,192.168.1.67,44
0,1,02:00:00:6c:9e:f6,192.168.1.251,ff:ff:ff:ff:ff:ff,192.168.1.118,50
0,1,02:00:00:a1:8b:70,192.168.1.115,ff:ff:ff:ff:ff:ff,192.168.1.181,58
0,2,02:00:00:57:c6:40,192.168.1.11,02:00:00:8f:ee:25,192.168.1.160,49
0,1,02:00:00:e4:3e:86,192.168.1.144,ff:ff:ff:ff:ff:ff,192.168.1.145,51
0,2,02:00:00:e4:3e:86,192.168.1.144,02:00:00:5e:27:82,192.168.1.89,42
0,2,02:00:00:7d:c8:14,192.168.1.28,02:00:00:9d:24:70,192.168.1.219,52
0,1,02:00:00:1b:84:fd,192.168.1.220,ff:ff:ff:ff:ff:ff,192.168.1.221,57
0,2,02:00:00:3c:0d:6b,192.168.1.214,02:00:00:f5:cc:5c,192.168.1.145,61
0,1,02:00:00:06:d1:36,192.168.1.53,ff:ff:ff:ff:ff:ff,192.168.1.72,42
0,1,02:00:00:06:d1:36,192.168.1.53,ff:ff:ff:ff:ff:ff,192.168.1.251,52
0,2,02:00:00:42:98:7d,192.168.1.200,02:00:00:e4:97:80,192.168.1.66,62
0,2,00:00:0A:BB:CC:01,192.168.1.1,02:00:00:19:7c:6b,192.168.1.25,60
0,1,02:00:00:30:71:01,192.168.1.127,ff:ff:ff:ff:ff:ff,192.168.1.237,53
0,1,02:00:00:c0:4f:68,192.168.1.135,ff:ff:ff:ff:ff:ff,192.168.1.220,49
0,2,02:00:00:09:eb:bd,192.168.1.67,02:00:00:7e:4e:a4,192.168.1.184,46
0,2,02:00:00:19:21:17,192.168.1.116,02:00:00:f9:f7:4e,192.168.1.57,49
0,2,02:00:00:a9:f6:76,192.168.1.21,02:00:00:99:99:03,192.168.1.194,55
0,1,02:00:00:6c:9e:f6,192.168.1.251,ff:ff:ff:ff:ff:ff,192.168.1.135,59
0,2,02:00:00:60:d1:b2,192.168.1.250,02:00:00:1f:85:43,192.168.1.221,42
0,1,02:00:00:00:3d:33,192.168.1.69,ff:ff:ff:ff:ff:ff,192.168.1.33,42
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:8b:dd:ba,192.168.1.51,61
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:c1:cc:0f,192.168.1.254,50
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:c1:cc:0f,192.168.1.254,43
0,1,02:00:00:1f:85:43,192.168.1.221,ff:ff:ff:ff:ff:ff,192.168.1.7,59
0,1,02:00:00:50:fd:f3,192.168.1.123,ff:ff:ff:ff:ff:ff,192.168.1.67,64
0,1,02:00:00:e0:c7:c3,192.168.1.181,ff:ff:ff:ff:ff:ff,192.168.1.214,61
0,1,02:00:00:06:d1:36,192.168.1.53,ff:ff:ff:ff:ff:ff,192.168.1.33,50
0,1,02:00:00:94:8b:28,192.168.1.60,ff:ff:ff:ff:ff:ff,192.168.1.200,48
0,2,02:00:00:5e:27:82,192.168.1.89,02:00:00:99:99:03,192.168.1.194,60
0,2,02:00:00:57:c6:40,192.168.1.11,02:00:00:42:98:7d,192.168.1.200,55
0,2,02:00:00:42:98:7d,192.168.1.200,02:00:00:c1:cf:06,192.168.1.137,56
0,2,02:00:00:d0:27:cc,192.168.1.230,02:00:00:16:97:af,192.168.1.18,53
0,1,02:00:00:99:99:03,192.168.1.194,ff:ff:ff:ff:ff:ff,192.168.1.220,44
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:42:98:7d,192.168.1.200,54
0,1,02:00:00:6c:9e:f6,192.168.1.251,ff:ff:ff:ff:ff:ff,192.168.1.145,52
0,2,02:00:00:72:2a:61,192.168.1.98,02:00:00:f5:cc:5c,192.168.1.145,45
0,1,02:00:00:c1:cc:0f,192.168.1.254,ff:ff:ff:ff:ff:ff,192.168.1.89,61
0,2,02:00:00:7d:c8:14,192.168.1.28,02:00:00:72:2a:61,192.168.1.98,61
0,2,02:00:00:ce:7e:50,192.168.1.46,02:00:00:19:7c:6b,192.168.1.25,62
0,2,02:00:00:5e:27:82,192.168.1.89,02:00:00:1b:84:fd,192.168.1.220,47
0,2,02:00:00:9d:24:70,192.168.1.219,02:00:00:c9:2d:60,192.168.1.118,64
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:06:d1:36,192.168.1.53,61
0,1,02:00:00:19:7c:6b,192.168.1.25,ff:ff:ff:ff:ff:ff,192.168.1.69,60
0,1,02:00:00:09:eb:bd,192.168.1.67,ff:ff:ff:ff:ff:ff,192.168.1.106,58
0,1,02:00:00:b2:e9:41,192.168.1.104,ff:ff:ff:ff:ff:ff,192.168.1.250,43
1,2,DE:AD:BE:EF:00:01,192.168.1.135,00:00:0A:BB:CC:01,192.168.1.1,43
0,2,02:00:00:17:a5:d7,192.168.1.88,02:00:00:bd:da:2a,192.168.1.7,42
0,2,02:00:00:16:97:af,192.168.1.18,02:00:00:17:a5:d7,192.168.1.88,43
0,2,02:00:00:17:a5:d7,192.168.1.88,02:00:00:c0:4f:68,192.168.1.135,48
0,2,02:00:00:60:d1:b2,192.168.1.250,02:00:00:e0:c7:c3,192.168.1.181,57
0,1,02:00:00:86:2d:a5,192.168.1.106,ff:ff:ff:ff:ff:ff,192.168.1.33,52
0,1,02:00:00:60:d1:b2,192.168.1.250,ff:ff:ff:ff:ff:ff,192.168.1.116,62
